day,ct
1,0.6827034865175465
2,0.4594621624990768
3,-1.383096941950442
4,0.5364478841770178
5,-2.34030742600956
6,-0.23933519683244897
7,-0.37469620220163347
8,0.416687206104259
9,-0.36913372209914613
10,-1.0117118243051297
11,-0.949671092707761
12,1.8922384316126517
13,-0.7352127824149355
14,-0.23755569762285667
15,-2.8725018238503406
16,-1.6953312033168562
17,-0.3657611426498789
18,-2.515522331157059
19,-0.36798245492185466
20,-1.6587941333359226
21,-1.983708765206704
22,-1.694778777125496
23,0.5456196378777027
24,-0.664364892792278
25,-1.9239649855338294
26,-0.2538120856043765
27,-0.21490983401274144
28,-1.4413208402547453
29,-0.11606744697172622
30,-0.08357903083082374
31,-0.25393908737478754
32,-1.7938158453945727
33,-2.3137544510568
34,-2.8420502824856824
35,-1.8190153634224666
36,-1.5454625749213629
37,-1.4780675309812499
38,-1.2526395904003889
39,0.5139271459475947
40,-1.5720805844189225
41,-1.2945322298192241
42,-3.0764134236476233
43,0.9562815069705088
44,-2.600266822319722
45,-2.003680930086229
46,-0.6133646313942946
47,-1.074944711335687
48,0.3102121986854909
49,-0.6245802841438531
50,-1.4372773653105406
51,-0.32308495045580066
52,-0.21680920110525403
53,-2.048993817212663
54,-0.43628998672212516
55,-1.6318281570733573
56,-1.523052794253583
57,-1.2864068041455985
58,-1.8196405775585274
59,-1.8827220707188435
60,-0.4724301476523117
61,-2.9948561597132892
62,-2.5360540490702683
63,-0.807944041845362
64,-1.5635670355938323
65,-0.5068807415114501
66,-1.14792091176794
67,-2.8467494170143794
68,-1.4571315504410245
69,-0.9920669761046333
70,-1.298949554641193
71,-2.007361565368314
72,-1.818847828954401
73,-2.110532998552187
74,-2.8809038364564357
75,-3.02342225450748
76,-1.1753532195968752
77,-2.4412381912533094
78,-0.9982999097812028
79,-2.172795980228712
80,-2.894417747076581
81,-1.9924629289981577
82,0.5068970395263963
83,-1.6857549831533971
84,-0.9466506515670587
85,-1.4257927705121007
86,-3.0015794085809366
87,-0.14890792390184515
88,-1.8468873442957936
89,-2.9104766798209245
90,-2.1128001569538455
91,-1.8071170540904644
92,-0.8514034356150397
93,-2.2813598291207913
94,1.020331484881702
95,-2.536304516980466
96,-0.9859662076939865
97,-3.5704641138260875
98,-1.718425246695478
99,-1.225433040577175
100,-2.7098974577929855
101,-0.08862245184998718
102,-1.1502526425894386
103,-1.8991396252080592
104,-1.1543009911492064
105,-2.167482499170045
106,-0.3186899233168299
107,-0.5503855738690675
108,-1.1876226225522573
109,-0.9443647073573318
110,-3.02801405289265
111,-0.07835240208973437
112,-1.6388552130061649
113,-0.5083735637484115
114,-0.7772225536691526
115,-0.5107212021747385
116,-2.5612977082296817
117,-2.4268625322073087
118,0.7493513752863368
119,-3.0105596499270333
120,-2.580858378464562
121,-1.4317731070129214
122,-1.421547527034596
123,-1.9977990730334785
124,-0.8327020509735591
125,-0.5374462676172741
126,-1.4481977200833027
127,-1.6887747463564766
128,-1.4325591839900937
129,-1.8974301648607832
130,-3.087841998019375
131,-1.0779827099660815
132,-0.6021431055521183
133,-1.5107505923965867
134,-3.6105221217769294
135,-1.9055591169353312
136,-0.41630507768593106
137,-2.748245190801269
138,-0.6018722034931524
139,-1.730725549994383
140,-1.291435108242472
141,-1.9457110954819201
142,-2.382350622847497
143,0.20071305708302312
144,-0.40427237069101263
145,-0.5617850401468091
146,-0.2841659626616653
147,-0.6760467442492303
148,-0.22049946849468438
149,-1.8142337042651338
150,0.24181432899806676
151,0.16717724738181405
152,-0.7259990872035814
153,-1.3795532143141078
154,-2.30002029071679
155,-0.8326249652479095
156,0.6389770015634513
157,-2.191299111263482
158,0.0032165407427018344
159,-1.4705716881891127
160,-1.3693870050819372
161,-2.1427915147601375
162,-1.7037603818181997
163,-0.28831669335704013
164,-0.147703719832337
165,-0.6666117265590619
166,-1.3868320520408557
167,-1.973041507394413
168,-0.7911115970745932
169,-1.2011356937870277
170,-0.6082418079591014
171,-1.1238382549509665
172,-1.081383138343143
173,-0.6098209393896562
174,-0.3996029337009302
175,0.4891565835635392
176,-1.054682933670193
177,-0.1550956216805952
178,1.120165663701653
179,-0.09422212522175366
180,0.5151296052425474
181,-1.2525576441156319
182,-1.335085936423352
183,-0.7569005900886931
184,-0.6332637877775167
185,0.5076967980081193
186,-1.2756269590807512
187,-0.6174027802995088
188,0.5631968570442512
189,-0.27896506993716175
190,-0.4882377064177931
191,-0.2218720833160261
192,-1.570913116407728
193,-1.5701516238205322
194,-1.9977021696627781
195,-0.1859535666673483
196,0.5430104353513049
197,0.40646620669980604
198,0.8011597896346151
199,1.1283291921513436
200,-0.1647522798784885
201,-0.3576007233986014
202,1.1992867795544397
203,-0.9614744275092313
204,-1.4228743815501226
205,-0.5672097377786327
206,-0.6681728598034277
207,-0.1483175258189817
208,-1.03099882034703
209,0.20429437671939654
210,-0.7191398364581789
211,1.093453043513875
212,-1.3141777616784884
213,-0.24408952714492163
214,-0.4246828794490878
215,0.15581763131284015
216,0.8661723034826883
217,0.2200583430459876
218,-0.16052890565942662
219,0.6733632113936625
220,0.8390056838220676
221,0.2788761979730671
222,0.4107824002917419
223,0.6831549683471408
224,-1.5942677299705377
225,-0.28819981349216983
226,0.45158872025535235
227,-0.20370409553140295
228,-0.1878994154690326
229,0.48728492884289476
230,0.5219524987839962
231,0.6030757085739928
232,-0.6447170605157371
233,-1.2590291018934072
234,0.9742033668516741
235,-0.5617854038114365
236,-0.6203137473201288
237,-0.7001935635792029
238,1.3626962348437568
239,0.4335598178440174
240,0.5736791702231044
241,0.9300827205822515
242,0.20728699068576273
243,1.2712194785547029
244,-0.9296537666329472
245,-0.8100969210531181
246,-0.8571588441319006
247,0.7131170940895903
248,0.805439380330574
249,-0.16625439937400038
250,0.08092593947851218
251,1.5882001496357196
252,-0.36781478454991856
253,0.628270740566434
254,-0.34693855350702263
255,1.4404120780162448
256,0.9782437600030651
257,-1.044006237649548
258,0.09892804780620273
259,-1.714748977457643
260,1.2689556328937803
261,2.41976348317863
262,-1.8043210400336347
263,-1.047603085069047
264,0.5499001903259135
265,0.36691385537424415
266,-0.02297271967289788
267,-1.3475412947933936
268,0.7154376498866498
269,1.2811220268815866
270,3.2419157540608174
271,1.7032447384252971
272,-0.9020285912015322
273,0.385230428047348
274,0.9893377214487155
275,-0.2911596083141801
276,1.1766594022825947
277,1.0992746062254106
278,1.6322100210424186
279,1.1957509282021275
280,0.67701447001928
281,-0.24799302455114525
282,-0.9053661423609343
283,0.6042088038176495
284,-0.021453984954290295
285,0.07207836819485769
286,1.4976705706862834
287,1.7411185460630554
288,-0.8671465643703534
289,0.15352720769008976
290,-0.073796092842418
291,0.6694838303577111
292,-1.9168201132457643
293,-1.116780231966705
294,0.22088238447444136
295,1.118533153618464
296,0.4014721488567484
297,0.9911766218981896
298,0.5101926659542737
299,1.582117211083618
300,1.7843892329640645
301,-0.46955429064623644
302,1.1666959613216896
303,0.7830496331679428
304,2.771217534430082
305,-0.5399240031251227
306,0.13228199006949093
307,-0.7924020959610847
308,-0.7424604602634313
309,0.6063970274026553
310,0.41648951404732876
311,0.7422690557409994
312,0.7102053364012128
313,-0.05578864914734813
314,-0.07352248419899854
315,-0.8128444738111401
316,-0.554487903080026
317,0.07835457744516539
318,0.3204571666106467
319,0.8222712776315498
320,0.7081881339613305
321,1.6440401538087046
322,-0.8982933034508801
323,-0.17096001267978297
324,-0.8366455603190589
325,1.3127864914135976
326,-0.48032331521117705
327,1.1636438537133604
328,1.4476870481319757
329,0.3944451370891503
330,0.26000112041681733
331,-0.008647417858375674
332,-0.37879821551044157
333,-0.5136370551856932
334,-0.23838531158588397
335,1.7185416793862807
336,-1.162707473204962
337,0.06859844093399278
338,0.5599981681197045
339,-0.45111460938629205
340,0.23378324203766832
341,-1.7025860843234426
342,1.1112535958459677
343,0.9014384262315593
344,-0.3441676605405238
345,-1.141715096137213
346,0.5147802322988876
347,-1.4425724719271154
348,-1.315503730276253
349,-0.38100251797121437
350,1.1740533640578152
351,0.2799215780312546
352,-1.0243994844809974
353,-2.0763132955524544
354,-0.3695680043973559
355,-0.17659672367697388
356,-0.5177806964856687
357,1.344361975448719
358,-0.6110276257216566
359,-2.778329027511606
360,-0.9204879481453473
361,-0.0758702915544931
362,-0.16080570114742382
363,-0.741586005342856
364,-0.9243420886365995
365,-2.59896934650199
366,-0.5307995398534749
367,-0.9724130809258709
368,-0.40175150627897277
369,-0.17690917542902546
370,0.555691976714218
371,-1.6580952400467401
372,-2.0136367541112157
373,-1.3107114376585969
374,-1.48938864340096
375,-1.596211200218397
376,0.6571480892105726
377,-0.6562446835923409
378,1.1508902322315495
379,-0.8413518125951731
380,-2.0268665129507806
381,-1.6797988893599447
382,0.1362761597629546
383,-2.0385015445961914
384,-0.36315464432522737
385,-1.2940713080708477
386,-1.883333027915989
387,0.4169272086509549
388,-1.5741352565866786
389,-1.829003838882924
