day,temperature,snow_depth,daily_change
0,23.93168282517931,0.0,-1.1867621569815539
1,24.55662513058207,0.0,-1.0293420265127375
2,23.620229460943175,0.10617123105657345,0.10617123105657345
3,24.09282105771995,0.15300705778234314,0.04683582672576969
4,27.751263969919076,0.9084912596599011,0.7554842018775579
5,22.51311507286712,2.0478174909965636,1.1393262313366626
6,33.66996284602332,1.6363844458815526,-0.41143304511501094
7,27.576076763532807,1.4943460872712846,-0.14203835861026792
8,24.747524309618463,0.6135844841113172,-0.8807616031599674
9,23.89011292233095,0.0,-0.8330330881589237
10,24.30884297183147,0.0,-2.542148204925431
11,20.92605331956239,0.0,-1.5887523030553101
12,24.13302048811186,0.0,-1.6345064754541725
13,25.549335104567223,0.0,-0.31313559289105286
14,26.667782734398468,0.0,-0.8984853215807407
15,26.57766066566031,1.373149179900905,1.373149179900905
16,23.06297358083705,2.7875657399359293,1.4144165600350243
17,18.396062504520227,3.2999928456846614,0.5124271057487322
18,21.276244556587724,3.7708662857715485,0.4708734400868868
19,30.288078521506492,4.2826567533104525,0.5117904675389043
20,27.304612239902756,3.5903568021564762,-0.6922999511539762
21,25.074386573280183,2.9601174360553144,-0.6302393661011617
22,20.420753997769257,1.5402171699608156,-1.4199002660944988
23,23.34506638524086,0.6492553499665448,-0.8909618199942708
24,18.16693800414013,1.3857892752073102,0.7365339252407656
25,20.835606179853382,1.0654489716371116,-0.3203403035701985
26,21.91093856364436,0.22028214559959003,-0.8451668260375216
27,21.288292703221902,0.0,-0.7668513411389825
28,26.39910941824181,0.0,-0.46034251684121963
29,16.73044413079041,0.7670259570528085,0.7670259570528085
30,18.771111231719267,0.0,-1.7249513498283477
31,16.55647853793731,0.0,-0.6455104671678428
32,16.92315789634424,0.4863736334884753,0.4863736334884753
33,22.181139022557993,0.0,-1.92351084440343
34,15.090557982925995,0.9829860566126358,0.9829860566126358
35,24.310316985514905,0.0,-1.3593113691276746
36,20.105276128892125,0.2281879947232222,0.2281879947232222
37,21.16062550914686,0.0,-0.37686596670378947
38,21.96400902553007,0.0,-0.12429306205695762
39,18.72062560897692,0.0,-1.626915073878279
40,24.366224036229006,0.0,-0.40696503696081443
41,19.23343711718083,0.0,-0.7835490288558704
42,22.157148101018414,0.7167931528968434,0.7167931528968434
43,18.750100964342305,0.0,-0.956085850694038
44,20.47142527055891,0.0,-0.46117388494620143
45,20.183720164014986,0.0,-0.7349380905248917
46,19.81792752268156,0.0,-0.04719147464498363
47,14.6697043824501,0.8682367982679708,0.8682367982679708
48,20.055311041475495,0.4433349941507333,-0.42490180411723755
49,16.776911961175866,0.5132287778722198,0.06989378372148652
50,20.311760562990216,0.0,-1.4773438745266092
51,8.913117682055711,0.0,-0.15112979303689533
52,11.392203137154684,0.0,-1.4812949618793692
53,18.43240053665844,0.0,-1.305464768659407
54,24.15273381298828,0.7236940525772428,0.7236940525772428
55,19.76020084108069,0.20921524452000717,-0.5144788080572357
56,13.405724996340972,0.0,-0.9450109156021813
57,9.079586751607804,0.0,-0.20778926762635477
58,18.527599057493916,0.0,-1.8078143680095689
59,14.94045535439667,1.387326289401889,1.387326289401889
60,17.328502649721155,0.5088792566440006,-0.8784470327578884
