day,temperature,snow_depth,daily_change
0,23.93168282517931,0.0,-9.484105033338066
1,24.55662513058207,0.0,-10.560557560814278
2,23.620229460943175,0.0,-9.179304884941983
3,24.09282105771995,0.0,-8.09560451834475
4,27.751263969919076,0.0,-11.653193915588393
5,22.51311507286712,0.0,-10.081726261588987
6,33.66996284602332,0.0,-10.890090912096646
7,27.576076763532807,0.0,-10.19841440824577
8,24.747524309618463,0.0,-11.081521433194471
9,23.89011292233095,0.0,-9.407449815678936
10,24.30884297183147,0.0,-10.941437661486887
11,20.92605331956239,0.0,-9.929837650867077
12,24.13302048811186,0.0,-9.90115896624111
13,25.549335104567223,0.0,-13.343392873891084
14,26.667782734398468,0.0,-13.415219785837786
15,26.57766066566031,0.0,-11.760500740635454
16,23.06297358083705,0.0,-11.336855642719309
17,18.396062504520227,0.0,-8.078872485722686
18,21.276244556587724,0.0,-10.654107072706012
19,30.288078521506492,0.0,-14.063648738321355
20,27.304612239902756,0.0,-9.13947539548065
21,25.074386573280183,0.0,-10.838402792665205
22,20.420753997769257,0.0,-9.031686712767684
23,23.34506638524086,0.0,-11.998167376271098
24,18.16693800414013,0.0,-9.212217215577294
25,20.835606179853382,0.0,-9.0953902283622
26,21.91093856364436,0.0,-11.18467257748453
27,21.288292703221902,0.0,-8.860510585282631
28,26.39910941824181,0.0,-11.76062699135887
29,16.73044413079041,0.0,-8.42750448894771
30,18.771111231719267,0.0,-9.473722626636935
31,16.55647853793731,0.0,-5.373754103068681
32,16.92315789634424,0.0,-8.095843483536381
33,22.181139022557993,0.0,-11.135137007305657
34,15.090557982925995,0.0,-6.375604517933334
35,24.310316985514905,0.0,-12.002276205613903
36,20.105276128892125,0.0,-8.73917380566098
37,21.16062550914686,0.0,-12.091725826175745
38,21.96400902553007,0.0,-11.448663176116824
39,18.72062560897692,0.0,-8.340581952476304
40,24.366224036229006,0.0,-9.276013998875127
41,19.23343711718083,0.0,-8.53011554148829
42,22.157148101018414,0.0,-9.809052025649061
43,18.750100964342305,0.0,-9.046575463127697
44,20.47142527055891,0.0,-11.21135836768207
45,20.183720164014986,0.0,-10.062897940957088
46,19.81792752268156,0.0,-9.59027253614817
47,14.6697043824501,0.0,-5.920940198028548
48,20.055311041475495,0.0,-8.535527707046802
49,16.776911961175866,0.0,-10.501329805860587
50,20.311760562990216,0.0,-8.639810611744352
51,8.913117682055711,0.0,-6.213050497199556
52,11.392203137154684,0.0,-7.365351741574747
53,18.43240053665844,0.0,-7.673373356620316
54,24.15273381298828,0.0,-8.802420812402152
55,19.76020084108069,0.0,-7.624268085561528
56,13.405724996340972,0.0,-8.196622031413986
57,9.079586751607804,0.0,-6.156773351674042
58,18.527599057493916,0.0,-8.094510913283186
59,14.94045535439667,0.0,-6.116373428347698
60,17.328502649721155,0.0,-8.869394727899753
61,15.126829724067534,0.0,-7.7979714845496035
62,14.481296043642024,0.0,-8.893257776701047
63,25.89154586221879,0.0,-12.442153032378577
64,13.724164794938964,0.0,-5.979713287129812
65,12.800756578908736,0.0,-4.941490933673469
66,12.638499865583858,0.0,-6.892364129887624
67,10.474302123785131,0.0,-4.737344580086706
68,16.45082587467063,0.0,-7.428957327334501
69,10.754907441537112,0.0,-7.129639888908308
70,14.391206205935468,0.0,-6.811408014068861
