day,temperature,snow_depth,daily_change
0,23.93168282517931,0.0,-4.817816492099977
1,24.55662513058207,0.0,-1.7416419080669538
2,23.620229460943175,0.0,-0.4324692422488514
3,24.09282105771995,0.0,-2.5879361605540794
4,27.751263969919076,0.0,-1.1031452165650601
5,22.51311507286712,0.0,-1.2799832451951385
6,33.66996284602332,0.0,-2.835226780770231
7,27.576076763532807,0.0,-4.162672672205721
8,24.747524309618463,0.0,-2.558996177196609
9,23.89011292233095,0.0,-1.8065091258230224
10,24.30884297183147,0.0,-2.9179247754370836
11,20.92605331956239,0.0,-1.2398600997719007
12,24.13302048811186,0.0,-3.088694624295183
13,25.549335104567223,0.0,-1.1296629029280543
14,26.667782734398468,0.0,-1.4576970648753553
15,26.57766066566031,0.0,-2.614382781651973
16,23.06297358083705,0.0,-2.9032179233615696
17,18.396062504520227,0.0,-0.09500722275200357
18,21.276244556587724,0.0,-2.5848278897153985
19,30.288078521506492,0.0,-4.506285221533803
20,27.304612239902756,0.0,-0.10198873297738587
21,25.074386573280183,0.004969104442092309,0.004969104442092309
22,20.420753997769257,0.0,-2.2198941085967454
23,23.34506638524086,0.0,-3.398160245901032
24,18.16693800414013,0.0,-1.3399157645680988
25,20.835606179853382,0.0,-0.47793731632191006
26,21.91093856364436,0.0,-0.8945933406122231
27,21.288292703221902,0.11350491739580604,0.11350491739580604
28,26.39910941824181,0.0,-2.929268030627635
29,16.73044413079041,0.0,-1.389530390796876
30,18.771111231719267,0.0,-1.3435117103389695
31,16.55647853793731,0.0,-3.6204733466317363
32,16.92315789634424,0.0,-2.6268442480260776
33,22.181139022557993,0.0,-0.79343288572687
34,15.090557982925995,0.0,-0.18338865599133203
35,24.310316985514905,0.0,-2.914952089753494
36,20.105276128892125,0.0,-0.026094210845524213
37,21.16062550914686,0.0,-4.451987790490093
38,21.96400902553007,0.0,-4.030999475844976
39,18.72062560897692,0.0,-3.5207143317700815
40,24.366224036229006,0.0,-3.0532811461315967
41,19.23343711718083,0.0,-2.7256013169382247
42,22.157148101018414,0.0,-2.0047429652584867
43,18.750100964342305,0.0,-2.5944181996514746
44,20.47142527055891,0.10247958507707255,0.10247958507707255
45,20.183720164014986,0.0,-4.418015451881421
