day,ct
1,-0.6691661322649857
2,-0.38893069676652103
3,-0.6364932241704788
4,-1.409219660491999
5,-0.7701187452455698
6,1.2559294636510898
7,-2.4380714638740844
8,-1.25370092408015
9,-1.5273699256964397
10,-3.425414968243221
11,-1.156815568086386
12,0.5107581429344258
13,0.4056500617732013
14,-1.324768948724139
15,-1.5143836015456995
16,-1.258505674478258
17,-0.47523844677528004
18,-1.6840117759273125
19,-0.7446684288103197
20,-1.3681431796660002
21,-1.1995810692534647
22,-1.0765503537819368
23,-0.3126456972828917
24,-1.408048687610874
25,-1.251473091538569
26,-1.7787787679054006
27,-2.514737406303693
28,-0.8514269079837625
29,-1.9598437908915187
30,-0.4396170344855459
31,-1.7504096757529006
32,-0.5776828753067681
33,-1.060311844968888
34,-1.717149275614069
35,-0.505847715293718
36,-0.5662316684420428
37,-0.8987306604557513
38,-0.5505077975316816
39,-2.4925294917792247
40,-0.9856071438767082
41,-2.4900584726427715
42,-2.3087877159153165
43,-2.655089384562203
44,-0.24169285411040042
45,-1.8069892532163214
46,-0.891383753866979
47,-1.682203836824814
48,-1.263472582396016
49,-1.5928776591231246
50,0.17104586181820047
51,-2.8112468237557913
52,-2.064452127730334
53,-0.9701848878312551
54,-2.5116115409532673
55,-2.9182178366955496
56,-1.6365058707140574
57,-1.3215684314130742
58,-1.037306130430719
59,-3.192541143841396
60,-2.0819563304153283
61,-1.6649062325988142
62,-2.3043003835870537
63,-1.1223075070444912
64,-0.1879783058903457
65,-2.169354935713956
66,-1.022968621285989
67,-1.0768716426403016
68,-2.1403717709962033
69,-2.801166639585822
70,-1.0174604858040923
71,-2.099593519095808
72,-1.847012371036618
73,-2.951108709456178
74,-2.8447292056318494
75,-1.9552529502125198
76,-2.693057458927764
77,-1.0598606769303025
78,-3.1925997618672026
79,-0.014458557772832004
80,-1.978803325510624
81,-2.949872358988962
82,-2.337374279924587
83,-1.1975165114307922
84,-3.332169686133045
85,-1.217693123442839
86,-2.6067960346464245
87,-2.9204327857426167
88,-2.333783172672742
89,-1.1776349298311493
90,-2.195887492752618
91,-3.2004201313567515
92,-2.8127230656550766
93,-1.546858073471661
94,-2.1408300514589844
95,-1.5989353923971081
96,-1.6139203076938216
97,-0.4472540961176714
98,-1.6082612077313607
99,-1.5548388289662454
100,-2.9289380421173163
101,-1.1949757565547985
102,-2.0388918572420507
103,-0.7986959652456345
104,-0.9216019756869598
105,-1.6077637482787188
106,-2.6860725456824417
107,-0.7350230968067265
108,-1.414149043609004
109,-1.690617769606789
110,-1.5105539418792147
111,-1.8882420236307773
112,-2.815788125647926
113,-0.9596933039781861
114,-2.174933033174179
115,-0.08319448858354472
116,-1.3060273781876242
117,-2.7760511830677834
118,-1.3591296248290599
119,-1.1221936689139038
120,-0.7552468427216882
121,-2.118293699280344
122,-1.225288371466503
123,-1.9433755359237173
124,-2.1134790155473886
125,-1.6282794378326273
126,-0.2595210583176195
127,0.9405561756024627
128,0.010893815264907403
129,-0.9232211793419166
130,-2.54211535102547
131,-2.7655020106629786
132,-0.7487201997845027
133,-1.2993183995065978
134,-1.3431365246380418
135,-2.5685441829215088
136,0.7573662124149549
137,-1.4642199937841944
138,-0.8488527071865204
139,0.5178061237163272
140,-1.9919007012922099
141,-1.6918524643214452
142,-1.333758708707336
143,-0.2890468528469854
144,-0.1157466100909399
145,-3.2920415817808166
146,-1.876867948664096
147,-1.4976965396579895
148,0.4082605378885438
149,-0.5912245532056094
150,-0.46448972308881475
151,-0.7203670806650535
152,-0.19680612867279135
153,-0.7239752720919392
154,-1.7701262942042688
155,-0.9486832803850739
156,-3.7525593731574265
157,-1.3983919245926788
158,-2.1216528801551973
159,0.6159719483810511
160,0.7852711647417334
161,0.9288599729833428
162,-0.04984221514774356
163,-0.5216474225652061
164,-2.0200106213193223
165,-1.2629156768415999
166,-1.0622458232099474
167,-2.082188878808866
168,-0.10009019626166016
169,-2.9308388454436773
170,-1.4728806818454108
171,-1.422752501397742
172,0.016438458933292988
173,-1.6721995393597269
174,-0.9227910902913155
175,-0.8995005578428603
176,-1.0790166890601856
177,-1.7755949071635988
178,-1.4710851076950997
179,-0.6139355013560093
180,-1.9552614801181325
181,-0.8890135752027872
182,0.5764771595609481
183,-1.4702703465821083
184,0.0012689822820241003
185,-0.7216917952435526
186,-1.5922298674188897
187,-0.42864135222846655
188,-2.4977750875511804
189,-0.5326683420434003
190,-0.06317303619594167
191,0.8609906454813245
192,0.6003495480329324
193,-0.2109679178067169
194,0.371403937069701
