day,ct
1,0.16251184649165684
2,-1.4273245363238298
3,0.8300681751423449
4,0.48783920439055384
5,-1.48347616156859
6,-1.4438153920564427
7,0.2824292730996517
8,-0.3045216346901672
9,0.7217456641258183
10,-0.35085755003767416
11,-0.536745910251398
12,1.2638089971453734
13,-0.060079367985966914
14,-1.4913192926042376
15,0.4990041502429763
16,-0.5256163992684513
17,-0.1626668963702228
18,-2.477724137545927
19,0.3141821189760282
20,-0.07655916621617853
21,-2.0349318089414385
22,-2.5558942673678593
23,-0.14367960881285735
24,-0.9891159247322552
25,-1.0237700943125212
26,0.6508332992329176
27,-1.8996347570454313
28,-1.9926628893730265
29,-2.616231290070278
30,1.055881209915365
31,-0.36412588105981214
32,-1.6697604705815947
33,-0.7456116136043272
34,-0.9716718227869201
35,-1.2993976345686415
36,-1.8792007851546813
37,-0.7132656794970638
38,-1.1259493749767306
39,-1.3957465782525624
40,-1.7623377722102478
41,-1.6239810024454469
42,-2.8209928035793537
43,1.5453398857512344
44,-0.4939984303252739
45,-1.4905631771748935
46,-3.394244619759026
47,-0.9229451132505405
48,-1.631612947688433
49,-0.7658051823655654
50,-2.196321106600584
51,-2.0837733238333382
52,0.5974755158166687
53,-1.2297366019888316
54,0.42956926873212886
55,-1.1486845231048564
56,-0.9482578035835647
57,-1.94790223402885
58,-0.13308505890487177
59,-2.0201455066222604
60,-0.7262053265875089
61,-2.4286015853566862
62,-1.2026444256794213
63,-1.8998118709798135
64,-1.295317087980655
65,-0.2168214504589503
66,-1.0950587201564659
67,-1.5660871254507083
68,-4.019876256450652
69,-2.3511092781908385
70,-1.809728261913122
71,-2.5071573083198917
72,-2.948978579803745
73,-2.8869603824949746
74,-0.5697535871766191
75,-0.9617516264846588
76,-1.500915684724442
77,-1.9508847472276676
78,-2.6414377205863584
79,-2.047093764390684
80,-1.7099530938463587
81,-1.9084225229659921
82,-1.9946239887815842
83,-0.7331634187084703
84,-2.6265719924271447
85,1.0792238221293742
86,-2.7779217828067457
87,-1.9633664836384135
88,-2.3403586156071747
89,-1.148218097354683
90,-3.7878118441541306
91,-2.6946466781418796
92,-1.2014763075501218
93,-2.47093974175849
94,-2.448207692953373
95,-1.0136714524610917
96,-2.2741317430759582
97,-1.8493828464551836
98,-0.3338246921241501
99,-2.54667258676977
100,-0.6541877818308344
101,-1.3073864872149215
102,-2.168736179379222
103,-2.372053840314865
104,-2.3916540083549425
105,-1.3731908713508538
106,-1.7799359825473315
107,-0.6410902363300431
108,-1.5701465624382576
109,-1.1787398344324729
110,-1.6802278801565071
111,-2.2350517890867616
112,-0.01930753424657583
113,-2.663867082533974
114,-1.2649419778320892
115,-1.922147738538253
116,-1.445589223553278
117,-0.5261803716084561
118,-2.188865243359649
119,-2.214426116122541
120,-0.6864118821752581
121,-1.8283196724744661
122,0.45274467281031305
123,-0.2870543265121752
124,-1.288052705950513
125,-2.288217417453081
126,-2.8608005419227687
127,-0.9867775246177106
128,-0.8853591955673732
129,-1.843240412628577
130,-2.725396773533194
131,-2.9426753389374944
132,-1.9124830596517999
133,-2.8003155044864076
134,-0.8087814007859097
135,-2.487835977743406
136,-2.6345074549381096
137,0.027990775392865652
138,-1.2665934152053202
139,-2.38403365713041
140,-1.0831162465576805
141,-1.3319599694269835
142,-1.1168472890428862
143,0.06463361296523473
144,-1.0108137608873105
145,0.005475012590448358
146,-2.357439769927642
147,-1.6205122462793637
148,0.15560211351627018
149,1.0573198602113494
150,-1.1435210469284829
151,-2.8227607224311564
152,-1.33605994428958
153,-2.144600128336215
154,0.9367073136822006
155,0.524756284042242
156,-0.9227230258713566
157,-0.7211574351598314
158,-1.9260395547878082
159,-0.6868855948490795
160,0.7681789812371904
161,-0.5560310106547601
162,1.5274952415305552
163,-0.5693893978930028
164,0.47377016187719234
165,-0.8344949189965826
166,-0.8365918350564693
167,-3.9335547324364497
168,-0.8453301700812411
169,-1.8545647733986206
