day,xt
1,0.09966739925013757
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.3925363879471777
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.30305488734840413
18,0.0
19,0.0
20,0.0
21,0.2882444394178476
22,0.18613089798324034
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.057836067997975915
30,0.0
31,0.0
32,0.0
33,0.1351923557271455
34,0.0
35,0.0
36,0.4796248165074817
37,0.9014449534393112
38,0.0
39,0.0
40,0.0
41,0.9966514085039173
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.6392523485558128
52,1.1992577326310516
53,0.5188543187834536
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.05860321400853885
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.7422897475694366
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.5384817230205858
87,0.43613008094317873
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.44516639796966384
101,0.5880990904805894
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,1.0459764844708297
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.09633992002845049
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.10463883812980934
140,0.1058267240694788
141,0.30117371813012284
142,0.0
143,0.0
144,0.0
145,0.27767384923961513
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.1797532046807846
153,0.0
154,0.0
155,0.0
156,0.0
157,0.007470171184926766
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.33445014908010906
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,2.249221734682485
182,3.424909608596322
183,2.6416305183882813
184,2.434996846720139
185,1.7869903711318273
186,0.028620797150693766
187,0.7125576294762977
188,1.0253305948291953
189,1.8711826100757851
190,2.727401663593929
191,1.172006624408893
192,0.7834424040559435
193,0.0
194,0.0
195,1.4602314372656289
196,1.3855563493026715
197,3.6891385904369813
198,3.9574911172214904
199,2.9851685920310307
200,4.693148150050646
201,3.946278356169551
202,2.9914219785932388
203,4.4443118996633855
204,2.3657539865759967
205,2.414729597379079
206,3.142468779301714
207,2.134181672924499
208,0.7649432405904855
209,0.19878102335058268
210,0.6162805345821589
211,0.0
212,0.4988829446142087
213,0.7095071536986465
214,0.2894956042946564
215,1.0453533395911574
216,0.1036672383630044
217,0.35895271026990744
218,0.0
219,0.26792065254996833
220,2.0469311382354687
221,2.023580513169084
222,2.0649931803370247
223,1.1796008929753599
224,1.4036901231198762
225,1.320690490093381
226,2.2942755734592875
227,2.140616387006803
228,1.7806653194635462
229,2.029354069506682
230,0.30912560253523713
231,1.609413092675597
232,0.0
233,0.8291399448688506
234,1.5091681608306509
235,1.7696526070293475
236,2.4130313565834998
237,0.46872425013443153
238,1.7260089432715997
239,1.8353178501842426
240,4.245325182826703
241,2.7363665887798585
242,3.374790514436384
243,5.5810065381914935
244,4.62381588031477
245,4.196634653359517
246,4.26029918928674
247,4.061188430492933
248,5.0775609063022475
249,6.395396381044716
250,6.641226575126463
251,5.174255164099354
252,5.452576342657632
253,5.241708019327809
254,6.735103380642691
255,7.081777731460536
256,6.66873499501572
257,7.713520537846161
258,8.676145775840993
259,9.588225511452483
260,8.728134262599667
261,9.162479378867426
262,7.5130565047754905
263,8.681159840549427
264,7.2153891975403885
265,9.392486472065414
266,9.348857582575189
267,9.462996354935386
268,10.821004166717117
269,11.188917912378397
270,10.773276223317126
271,10.889732363438753
272,12.38227650202978
273,14.031864914503412
274,14.234006633600718
275,15.716923111667946
276,16.316180997631527
277,16.360171953018547
278,16.737488893627997
279,16.074407009356168
280,14.065202966546138
281,14.902892844028996
282,15.341214786081474
283,15.651293708041933
284,15.112286153746998
285,13.619617466927977
286,15.768670813620366
287,16.876678930237457
288,17.02474750145533
289,16.802052570336567
290,17.667757089985596
291,18.67684163569959
292,20.37887218536611
293,19.368975149895885
294,19.042285522486722
295,19.019723037218462
296,17.54940831691149
297,16.275285478095842
298,16.984827527135227
299,16.339315057204843
300,18.04252638251353
301,18.802297913147523
302,18.349371184580935
303,18.689511869477787
304,19.19645882709196
305,19.074930993731343
306,19.22126574717252
307,19.603426468749987
308,20.48620090707407
309,20.913858586493756
310,18.49332110247152
311,17.366186800670068
312,19.89003779914809
313,21.402813721213466
314,22.544339941618702
315,21.69762980166206
316,21.51319426535259
317,21.472017065731237
318,22.23459170954847
319,21.924747013665133
320,21.47738074784797
321,22.36667355169323
322,23.360596720581796
323,22.70409854794551
324,23.67352525068968
325,23.55145881338688
326,24.017904050661283
327,23.13567898322573
328,23.334237198773536
329,23.658001375208467
330,23.26153179118778
331,23.58561437516897
332,22.975060631726713
333,24.57603608897496
334,24.29097646310931
335,22.137502982971903
336,23.866960780889503
337,22.15549900674802
338,22.953183059384987
339,21.01327456054726
340,20.723231300240563
341,21.440867466786298
342,19.95163873491058
343,19.81351165247727
344,20.051647685544477
345,19.100691167985847
346,18.738774176431946
347,18.305204109496223
348,18.730714053502734
349,17.815800253346627
350,17.972725093665442
351,16.935186714530676
352,17.60857777667732
353,18.665388421844693
354,20.674372478681576
355,20.775293480835753
356,21.102422059812195
357,19.5959250037774
358,18.177005308819872
359,18.501039296287797
360,18.220316899490378
361,16.458749136901304
362,15.853764295346695
363,15.948002139643934
364,16.046270417869064
365,16.139908975919607
366,14.479479784440166
367,13.891933929066582
368,12.763876287246157
369,10.988977655964234
370,10.462558249941477
371,10.55189884087292
372,10.363062531838994
373,10.924977611020523
374,10.576373174558412
375,9.371319959359008
376,9.933838810581463
377,7.852989332338069
378,6.927868672215
379,4.70216101159342
380,3.3515140578018485
381,4.35228038245922
382,3.912848994539479
383,3.598970245546602
384,3.2946312841444367
385,3.828017879638999
386,2.3620460598669943
387,0.4702297828949997
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.03766088840252513
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.05737352134965801
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.46602444976295243
425,0.0
426,0.0
427,0.0
428,0.0464687420733183
429,0.0
430,0.0
431,0.0
432,0.0
433,0.24887605830289594
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.23746397536126884
471,0.0
472,0.0
473,0.0
474,0.13138936236796472
475,0.0
476,0.0
477,0.0
478,0.0
479,0.9729309146913139
480,0.0
481,0.02615717237446935
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.15414652788839667
506,0.0
507,0.42948934412196493
508,0.0
509,0.0
510,0.0
511,0.0
512,1.7771006740201853
513,0.5022831723168344
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.05143502623810181
525,0.0
526,0.0
527,0.0
528,0.0
529,0.14583762255921218
530,0.014264730762784117
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.7174214981412618
537,0.8448670839664686
538,0.04568849366011307
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0972298490877802
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.07938072548602848
553,0.20757721618158909
554,0.26195378206881614
555,0.17449525721133824
556,0.0
557,0.45355949442076654
558,0.5219791368614747
559,0.5739360906083015
560,0.0
561,0.12964509440636385
562,0.0
563,0.0
564,0.0
565,0.3214194731730318
566,0.08119380703445667
567,0.0
568,0.16957336903527043
569,0.0
570,0.08757164632062514
571,1.0820169141153788
572,0.0
573,0.6131517403329162
574,0.9511862494573269
575,2.103906698395341
576,0.8060396975913198
577,0.25788573273146
578,0.0
579,0.0
580,0.0
581,0.08836180047704652
582,0.0
583,0.4524308611651133
584,0.0
585,2.0040408732125248
586,2.3349666888050113
587,2.94625636218396
588,4.415827188474668
589,5.098258152569797
590,6.5403585765280265
591,7.21364121371537
592,6.868275997964242
593,8.929101755752324
594,10.329761773075427
595,10.118592955084996
596,10.589124901487033
597,11.58724073801792
598,12.178440119974953
599,11.644433471999754
600,9.92425093859276
601,10.916167613597981
602,10.218725264783064
603,10.20102380890507
604,10.771550189705952
605,12.463135226309335
606,12.324736673392842
607,14.276633154930456
608,15.014218416612477
609,14.98252248039059
610,15.228169683242598
611,15.904324504664409
612,16.69911676936852
613,17.31278360733669
614,17.91275280637131
615,17.99408894755141
616,17.32159210163072
617,16.38139487658563
618,17.278435763390544
619,18.608490097214165
620,19.30786974649869
621,20.9175776733998
622,19.82932177766372
623,20.84114333102101
