day,temperature,snow_depth,daily_change
0,23.93168282517931,0.0,-0.6948345302402085
1,24.55662513058207,0.0,-0.34225614201762655
2,23.620229460943175,0.31434259103249773,0.31434259103249773
3,24.09282105771995,0.0,-0.5543037357859427
4,27.751263969919076,0.0,-1.247524697546383
5,22.51311507286712,0.0,-0.5956016837098358
6,33.66996284602332,0.0,-0.4956231405728389
7,27.576076763532807,0.0,-0.004240031305648317
8,24.747524309618463,0.0,-0.43471259376314203
9,23.89011292233095,0.0,-1.6177489341685605
10,24.30884297183147,0.0,-0.7814822489084483
11,20.92605331956239,0.0,-0.053216684941936765
12,24.13302048811186,0.0,-0.35999645662707214
13,25.549335104567223,0.49064791400030716,0.49064791400030716
14,26.667782734398468,0.14161644281670893,-0.34903147118359823
15,26.57766066566031,0.26936767890657143,0.1277512360898625
16,23.06297358083705,0.0,-1.3668029840593252
17,18.396062504520227,0.0,-1.8013895562349174
18,21.276244556587724,0.0,-0.7022128044991245
19,30.288078521506492,0.0,-1.4028034809813832
20,27.304612239902756,0.7281997069148576,0.7281997069148576
21,25.074386573280183,0.0,-1.5188736307395225
22,20.420753997769257,0.0,-0.8074476559481395
23,23.34506638524086,0.0,-0.39075974242953054
24,18.16693800414013,0.0,-0.7544198980371276
25,20.835606179853382,0.0,-0.896550467709056
26,21.91093856364436,0.0,-0.5273183185696559
27,21.288292703221902,0.0,-0.897362624271685
28,26.39910941824181,0.0,-1.6567331790968605
29,16.73044413079041,0.0,-2.685489941277914
30,18.771111231719267,0.0,-2.277786419682788
31,16.55647853793731,0.0,-0.13642089713340844
32,16.92315789634424,0.0,-1.274049078800359
33,22.181139022557993,0.0,-1.0244573053964003
34,15.090557982925995,0.0,-0.7442102205029208
35,24.310316985514905,0.0,-0.5030604836457477
36,20.105276128892125,0.0,-0.264417016800362
37,21.16062550914686,0.0,-1.0365217825247925
38,21.96400902553007,0.0,-0.8176723188722674
39,18.72062560897692,0.0,-0.4170567333180097
40,24.366224036229006,0.9219789096403107,0.9219789096403107
41,19.23343711718083,1.8633665783794586,0.9413876687391478
42,22.157148101018414,4.072098223249252,2.2087316448697933
43,18.750100964342305,4.333161239012143,0.2610630157628906
44,20.47142527055891,2.822748554231281,-1.5104126847808617
45,20.183720164014986,2.5109194640570847,-0.3118290901741965
46,19.81792752268156,2.246495210248813,-0.26442425380827184
47,14.6697043824501,2.0019074020159673,-0.24458780823284573
48,20.055311041475495,2.6004313373363397,0.5985239353203723
49,16.776911961175866,2.0870461556948263,-0.5133851816415133
50,20.311760562990216,1.2715781009190599,-0.8154680547757664
51,8.913117682055711,4.249194863837973,2.9776167629189128
52,11.392203137154684,5.0959253092305605,0.8467304453925878
53,18.43240053665844,4.427761002785818,-0.6681643064447427
54,24.15273381298828,5.388415295840376,0.9606542930545579
55,19.76020084108069,3.382720624664664,-2.0056946711757124
56,13.405724996340972,4.053505454355983,0.6707848296913199
57,9.079586751607804,5.592620525424606,1.5391150710686226
58,18.527599057493916,5.535190497624865,-0.05743002779974121
59,14.94045535439667,4.8878706280814095,-0.6473198695434552
60,17.328502649721155,3.0964899083419324,-1.7913807197394769
61,15.126829724067534,2.0994055032898533,-0.9970844050520793
62,14.481296043642024,0.3918666808475382,-1.7075388224423151
63,25.89154586221879,0.0,-0.8004368311844029
64,13.724164794938964,0.0,-1.4899124608399539
65,12.800756578908736,0.4003857159553541,0.4003857159553541
66,12.638499865583858,0.3917214976702286,-0.00866421828512548
67,10.474302123785131,0.0,-1.2689679911070473
68,16.45082587467063,0.7277342726303082,0.7277342726303082
69,10.754907441537112,0.7142828352229473,-0.01345143740736085
70,14.391206205935468,0.019419033561847376,-0.6948638016611
71,12.661333813493828,0.0,-2.4921744336173104
72,16.072423336028656,1.0572809004296169,1.0572809004296169
73,12.548925100620412,0.9870965342007401,-0.0701843662288768
74,5.684660338158788,1.6259282429001223,0.6388317086993822
75,4.900604801180235,1.2641403407846623,-0.36178790211546
76,15.506851026226318,0.2173092523063076,-1.0468310884783547
77,7.1039104971079965,0.0,-1.0997961350305556
78,3.9203826001023616,0.0,-1.5904025238753063
79,6.1871172399375665,1.7139632493774253,1.7139632493774253
80,13.585750956300592,2.9125793070207697,1.1986160576433442
81,2.5070157062686462,2.94117180965869,0.028592502637920278
82,4.381565089302422,3.464268755926487,0.5230969462677968
83,4.839155242549705,2.619830089176813,-0.844438666749674
84,2.1597274393904806,4.235264782993186,1.6154346938163726
85,2.0846428465741687,5.500203095237426,1.2649383122442397
86,0.406450696906921,5.978731751614306,0.4785286563768796
87,4.290630149465182,5.239357692768778,-0.7393740588455273
88,4.37191029088315,4.932740475004689,-0.3066172177640899
89,2.717329331911222,3.5520439765048097,-1.3806964984998789
90,-1.5115005899456788,4.959027237847552,1.4069832613427422
91,9.772417865923806,4.542227729993143,-0.4167995078544092
92,-0.9013814136268046,4.418217782868998,-0.12400994712414437
93,5.183107081642847,3.6713050721848632,-0.746912710684135
94,-0.5717753614618255,4.847636581059027,1.1763315088741637
95,6.057259560357663,5.6487571354190855,0.8011205543600581
